CustomerID,NeedStateID,Day#Daypart
768332,NS01,Overall
768538,NS01,Overall
769065,NS01,Overall
769092,NS01,Overall
769207,NS01,Overall
769410,NS01,Overall
769476,NS01,Overall
769484,NS01,Overall
769866,NS01,Overall
770076,NS01,Overall
770510,NS01,Overall
770588,NS01,Overall
770949,NS01,Overall
777021,NS01,Overall
777116,NS01,Overall
777687,NS01,Overall
777899,NS01,Overall
778086,NS01,Overall
778115,NS01,Overall
778119,NS01,Overall
778745,NS01,Overall
779000,NS01,Overall
779002,NS01,Overall
779711,NS01,Overall
779863,NS01,Overall
780377,NS01,Overall
780422,NS01,Overall
780448,NS01,Overall
780545,NS01,Overall
780604,NS01,Overall
780830,NS01,Overall
780835,NS01,Overall
781027,NS01,Overall
781095,NS01,Overall
781110,NS01,Overall
781111,NS01,Overall
781145,NS01,Overall
781237,NS01,Overall
781266,NS01,Overall
781296,NS01,Overall
781691,NS01,Overall
781720,NS01,Overall
781969,NS01,Overall
782223,NS01,Overall
782267,NS01,Overall
782322,NS01,Overall
782431,NS01,Overall
782475,NS01,Overall
783057,NS01,Overall
783062,NS01,Overall
783066,NS01,Overall
783177,NS01,Overall
783233,NS01,Overall
783281,NS01,Overall
783412,NS01,Overall
783442,NS01,Overall
783509,NS01,Overall
783618,NS01,Overall
783665,NS01,Overall
783728,NS01,Overall
783867,NS01,Overall
784021,NS01,Overall
784035,NS01,Overall
784156,NS01,Overall
784172,NS01,Overall
784316,NS01,Overall
784332,NS01,Overall
784403,NS01,Overall
784503,NS01,Overall
784954,NS01,Overall
785479,NS01,Overall
785671,NS01,Overall
785740,NS01,Overall
786004,NS01,Overall
786028,NS01,Overall
786173,NS01,Overall
786188,NS01,Overall
786373,NS01,Overall
786408,NS01,Overall
786472,NS01,Overall
786479,NS01,Overall
786563,NS01,Overall
786733,NS01,Overall
786804,NS01,Overall
786870,NS01,Overall
786936,NS01,Overall
786952,NS01,Overall
786990,NS01,Overall
787038,NS01,Overall
787127,NS01,Overall
787135,NS01,Overall
787218,NS01,Overall
787815,NS01,Overall
787910,NS01,Overall
788487,NS01,Overall
788645,NS01,Overall
788908,NS01,Overall
788918,NS01,Overall
788931,NS01,Overall
789261,NS01,Overall
789295,NS01,Overall
789380,NS01,Overall
789386,NS01,Overall
789441,NS01,Overall
789566,NS01,Overall
789578,NS01,Overall
789623,NS01,Overall
789625,NS01,Overall
789631,NS01,Overall
789711,NS01,Overall
789742,NS01,Overall
789761,NS01,Overall
789765,NS01,Overall
789857,NS01,Overall
789917,NS01,Overall
789941,NS01,Overall
789999,NS01,Overall
790008,NS01,Overall
790075,NS01,Overall
790088,NS01,Overall
790187,NS01,Overall
790234,NS01,Overall
790326,NS01,Overall
790336,NS01,Overall
790347,NS01,Overall
790366,NS01,Overall
790494,NS01,Overall
790619,NS01,Overall
790624,NS01,Overall
790676,NS01,Overall
790904,NS01,Overall
791013,NS01,Overall
791668,NS01,Overall
791725,NS01,Overall
791730,NS01,Overall
791737,NS01,Overall
791779,NS01,Overall
791788,NS01,Overall
791962,NS01,Overall
792019,NS01,Overall
792023,NS01,Overall
792058,NS01,Overall
792060,NS01,Overall
792069,NS01,Overall
792139,NS01,Overall
792146,NS01,Overall
792575,NS01,Overall
792654,NS01,Overall
792655,NS01,Overall
792660,NS01,Overall
792750,NS01,Overall
792768,NS01,Overall
792770,NS01,Overall
792772,NS01,Overall
792777,NS01,Overall
792780,NS01,Overall
792784,NS01,Overall
792789,NS01,Overall
792790,NS01,Overall
792860,NS01,Overall
792866,NS01,Overall
792912,NS01,Overall
792914,NS01,Overall
792916,NS01,Overall
792922,NS01,Overall
792924,NS01,Overall
792955,NS01,Overall
792963,NS01,Overall
793005,NS01,Overall
793043,NS01,Overall
793209,NS01,Overall
793388,NS01,Overall
793394,NS01,Overall
793545,NS01,Overall
794171,NS01,Overall
794175,NS01,Overall
794177,NS01,Overall
794179,NS01,Overall
794347,NS01,Overall
794505,NS01,Overall
794521,NS01,Overall
794560,NS01,Overall
794595,NS01,Overall
794599,NS01,Overall
794606,NS01,Overall
794818,NS01,Overall
794824,NS01,Overall
794862,NS01,Overall
795043,NS01,Overall
795105,NS01,Overall
795108,NS01,Overall
795238,NS01,Overall
795282,NS01,Overall
795337,NS01,Overall
795365,NS01,Overall
795376,NS01,Overall
795472,NS01,Overall
795482,NS01,Overall
795553,NS01,Overall
795734,NS01,Overall
795921,NS01,Overall
796181,NS01,Overall
796412,NS01,Overall
796909,NS01,Overall
796914,NS01,Overall
796921,NS01,Overall
796924,NS01,Overall
796944,NS01,Overall
797192,NS01,Overall
797231,NS01,Overall
797233,NS01,Overall
797241,NS01,Overall
797269,NS01,Overall
797348,NS01,Overall
797467,NS01,Overall
797515,NS01,Overall
797671,NS01,Overall
797839,NS01,Overall
797893,NS01,Overall
797912,NS01,Overall
797933,NS01,Overall
797953,NS01,Overall
798003,NS01,Overall
798079,NS01,Overall
798114,NS01,Overall
798117,NS01,Overall
798210,NS01,Overall
798285,NS01,Overall
798535,NS01,Overall
798774,NS01,Overall
798920,NS01,Overall
799034,NS01,Overall
799418,NS01,Overall
799521,NS01,Overall
799614,NS01,Overall
799630,NS01,Overall
799869,NS01,Overall
800056,NS01,Overall
800091,NS01,Overall
800095,NS01,Overall
800111,NS01,Overall
800181,NS01,Overall
800220,NS01,Overall
800472,NS01,Overall
800622,NS01,Overall
800673,NS01,Overall
800687,NS01,Overall
800712,NS01,Overall
800768,NS01,Overall
800856,NS01,Overall
800858,NS01,Overall
800864,NS01,Overall
800865,NS01,Overall
800887,NS01,Overall
801071,NS01,Overall
801083,NS01,Overall
801100,NS01,Overall
801102,NS01,Overall
801230,NS01,Overall
801263,NS01,Overall
801571,NS01,Overall
801598,NS01,Overall
801651,NS01,Overall
802232,NS01,Overall
802506,NS01,Overall
802537,NS01,Overall
802582,NS01,Overall
802702,NS01,Overall
802709,NS01,Overall
802721,NS01,Overall
802787,NS01,Overall
802889,NS01,Overall
803092,NS01,Overall
803096,NS01,Overall
803101,NS01,Overall
803102,NS01,Overall
803106,NS01,Overall
803165,NS01,Overall
803206,NS01,Overall
803216,NS01,Overall
803263,NS01,Overall
803267,NS01,Overall
803274,NS01,Overall
803413,NS01,Overall
803504,NS01,Overall
803624,NS01,Overall
803628,NS01,Overall
803638,NS01,Overall
803793,NS01,Overall
803976,NS01,Overall
804174,NS01,Overall
804538,NS01,Overall
805039,NS01,Overall
805234,NS01,Overall
805281,NS01,Overall
805412,NS01,Overall
805528,NS01,Overall
805622,NS01,Overall
805632,NS01,Overall
805639,NS01,Overall
805746,NS01,Overall
805764,NS01,Overall
805885,NS01,Overall
805904,NS01,Overall
805960,NS01,Overall
805967,NS01,Overall
805980,NS01,Overall
806029,NS01,Overall
806057,NS01,Overall
806101,NS01,Overall
806103,NS01,Overall
806119,NS01,Overall
806136,NS01,Overall
806143,NS01,Overall
806218,NS01,Overall
806337,NS01,Overall
806339,NS01,Overall
806375,NS01,Overall
806470,NS01,Overall
806517,NS01,Overall
806537,NS01,Overall
806641,NS01,Overall
806868,NS01,Overall
807358,NS01,Overall
807378,NS01,Overall
807477,NS01,Overall
807611,NS01,Overall
807693,NS01,Overall
808010,NS01,Overall
808131,NS01,Overall
808216,NS01,Overall
808310,NS01,Overall
808494,NS01,Overall
808659,NS01,Overall
808665,NS01,Overall
808749,NS01,Overall
808769,NS01,Overall
808777,NS01,Overall
808795,NS01,Overall
808964,NS01,Overall
809168,NS01,Overall
809169,NS01,Overall
809391,NS01,Overall
809406,NS01,Overall
809409,NS01,Overall
809611,NS01,Overall
809755,NS01,Overall
809758,NS01,Overall
809884,NS01,Overall
809912,NS01,Overall
809928,NS01,Overall
809946,NS01,Overall
809949,NS01,Overall
809953,NS01,Overall
809956,NS01,Overall
809957,NS01,Overall
809963,NS01,Overall
810002,NS01,Overall
810088,NS01,Overall
810107,NS01,Overall
810173,NS01,Overall
810175,NS01,Overall
810178,NS01,Overall
810214,NS01,Overall
810295,NS01,Overall
810298,NS01,Overall
810301,NS01,Overall
810403,NS01,Overall
810445,NS01,Overall
810447,NS01,Overall
810452,NS01,Overall
810587,NS01,Overall
810724,NS01,Overall
810727,NS01,Overall
810732,NS01,Overall
810743,NS01,Overall
810784,NS01,Overall
810853,NS01,Overall
811278,NS01,Overall
811318,NS01,Overall
811380,NS01,Overall
811420,NS01,Overall
811439,NS01,Overall
811511,NS01,Overall
811577,NS01,Overall
811583,NS01,Overall
811683,NS01,Overall
811880,NS01,Overall
812038,NS01,Overall
812081,NS01,Overall
812189,NS01,Overall
812286,NS01,Overall
812351,NS01,Overall
812354,NS01,Overall
812675,NS01,Overall
812779,NS01,Overall
812784,NS01,Overall
812882,NS01,Overall
812923,NS01,Overall
813146,NS01,Overall
813152,NS01,Overall
813155,NS01,Overall
813209,NS01,Overall
813278,NS01,Overall
813281,NS01,Overall
813286,NS01,Overall
813600,NS01,Overall
813608,NS01,Overall
813617,NS01,Overall
813645,NS01,Overall
813663,NS01,Overall
813675,NS01,Overall
813788,NS01,Overall
813875,NS01,Overall
813918,NS01,Overall
813923,NS01,Overall
813930,NS01,Overall
813973,NS01,Overall
814010,NS01,Overall
814011,NS01,Overall
814014,NS01,Overall
814041,NS01,Overall
814047,NS01,Overall
814071,NS01,Overall
814121,NS01,Overall
814156,NS01,Overall
814276,NS01,Overall
814442,NS01,Overall
814468,NS01,Overall
814486,NS01,Overall
814585,NS01,Overall
814651,NS01,Overall
814738,NS01,Overall
814781,NS01,Overall
815068,NS01,Overall
815191,NS01,Overall
815438,NS01,Overall
815453,NS01,Overall
815455,NS01,Overall
815639,NS01,Overall
815641,NS01,Overall
815653,NS01,Overall
815654,NS01,Overall
815658,NS01,Overall
815730,NS01,Overall
815803,NS01,Overall
815824,NS01,Overall
816008,NS01,Overall
816083,NS01,Overall
816085,NS01,Overall
816091,NS01,Overall
816092,NS01,Overall
816107,NS01,Overall
816112,NS01,Overall
816135,NS01,Overall
816148,NS01,Overall
816157,NS01,Overall
816196,NS01,Overall
816230,NS01,Overall
816239,NS01,Overall
816251,NS01,Overall
816254,NS01,Overall
816317,NS01,Overall
816362,NS01,Overall
816444,NS01,Overall
816477,NS01,Overall
816555,NS01,Overall
816561,NS01,Overall
816565,NS01,Overall
816649,NS01,Overall
816970,NS01,Overall
817023,NS01,Overall
817454,NS01,Overall
817462,NS01,Overall
817470,NS01,Overall
817471,NS01,Overall
817474,NS01,Overall
817476,NS01,Overall
817559,NS01,Overall
817568,NS01,Overall
817646,NS01,Overall
817681,NS01,Overall
817690,NS01,Overall
817815,NS01,Overall
817899,NS01,Overall
817996,NS01,Overall
818009,NS01,Overall
818013,NS01,Overall
818028,NS01,Overall
818116,NS01,Overall
818136,NS01,Overall
818139,NS01,Overall
818144,NS01,Overall
818178,NS01,Overall
818208,NS01,Overall
818238,NS01,Overall
818268,NS01,Overall
818269,NS01,Overall
818279,NS01,Overall
818307,NS01,Overall
818355,NS01,Overall
818368,NS01,Overall
818453,NS01,Overall
818466,NS01,Overall
818574,NS01,Overall
818578,NS01,Overall
818587,NS01,Overall
818735,NS01,Overall
818777,NS01,Overall
819268,NS01,Overall
819379,NS01,Overall
819384,NS01,Overall
819385,NS01,Overall
819408,NS01,Overall
819555,NS01,Overall
819558,NS01,Overall
819569,NS01,Overall
819642,NS01,Overall
819759,NS01,Overall
819914,NS01,Overall
819919,NS01,Overall
819984,NS01,Overall
819998,NS01,Overall
820039,NS01,Overall
820040,NS01,Overall
820047,NS01,Overall
820073,NS01,Overall
820079,NS01,Overall
820081,NS01,Overall
820094,NS01,Overall
820227,NS01,Overall
820255,NS01,Overall
820257,NS01,Overall
820405,NS01,Overall
821745,NS01,Overall
821748,NS01,Overall
821808,NS01,Overall
821891,NS01,Overall
821899,NS01,Overall
821925,NS01,Overall
822155,NS01,Overall
822367,NS01,Overall
822368,NS01,Overall
822603,NS01,Overall
822980,NS01,Overall
823341,NS01,Overall
823663,NS01,Overall
823665,NS01,Overall
823711,NS01,Overall
823827,NS01,Overall
823964,NS01,Overall
824024,NS01,Overall
824105,NS01,Overall
824171,NS01,Overall
824257,NS01,Overall
824556,NS01,Overall
824557,NS01,Overall
824576,NS01,Overall
824578,NS01,Overall
824598,NS01,Overall
824734,NS01,Overall
824737,NS01,Overall
825020,NS01,Overall
825025,NS01,Overall
825180,NS01,Overall
825188,NS01,Overall
825200,NS01,Overall
825313,NS01,Overall
825469,NS01,Overall
825588,NS01,Overall
825589,NS01,Overall
825654,NS01,Overall
826154,NS01,Overall
826175,NS01,Overall
826193,NS01,Overall
826274,NS01,Overall
826326,NS01,Overall
826337,NS01,Overall
826370,NS01,Overall
826414,NS01,Overall
826437,NS01,Overall
826619,NS01,Overall
826670,NS01,Overall
826702,NS01,Overall
826705,NS01,Overall
826709,NS01,Overall
826750,NS01,Overall
827586,NS01,Overall
827587,NS01,Overall
827641,NS01,Overall
827711,NS01,Overall
828241,NS01,Overall
828243,NS01,Overall
828258,NS01,Overall
828262,NS01,Overall
828264,NS01,Overall
828268,NS01,Overall
828322,NS01,Overall
828353,NS01,Overall
828355,NS01,Overall
828495,NS01,Overall
828499,NS01,Overall
828500,NS01,Overall
828531,NS01,Overall
828584,NS01,Overall
828657,NS01,Overall
828670,NS01,Overall
828713,NS01,Overall
828866,NS01,Overall
828868,NS01,Overall
829171,NS01,Overall
829179,NS01,Overall
829208,NS01,Overall
829209,NS01,Overall
829324,NS01,Overall
829591,NS01,Overall
829596,NS01,Overall
829955,NS01,Overall
829974,NS01,Overall
829975,NS01,Overall
829976,NS01,Overall
830193,NS01,Overall
830273,NS01,Overall
830288,NS01,Overall
830290,NS01,Overall
830291,NS01,Overall
830369,NS01,Overall
830370,NS01,Overall
830373,NS01,Overall
830404,NS01,Overall
830496,NS01,Overall
830498,NS01,Overall
830501,NS01,Overall
830522,NS01,Overall
830595,NS01,Overall
830601,NS01,Overall
830611,NS01,Overall
830679,NS01,Overall
830876,NS01,Overall
830995,NS01,Overall
831007,NS01,Overall
831365,NS01,Overall
831368,NS01,Overall
831372,NS01,Overall
831556,NS01,Overall
831686,NS01,Overall
831691,NS01,Overall
831707,NS01,Overall
831775,NS01,Overall
831781,NS01,Overall
831785,NS01,Overall
831840,NS01,Overall
831841,NS01,Overall
831844,NS01,Overall
832228,NS01,Overall
832789,NS01,Overall
832796,NS01,Overall
832802,NS01,Overall
832864,NS01,Overall
833223,NS01,Overall
833228,NS01,Overall
833234,NS01,Overall
833319,NS01,Overall
833321,NS01,Overall
852477,NS01,Overall
853765,NS01,Overall
853766,NS01,Overall
853808,NS01,Overall
853810,NS01,Overall
853864,NS01,Overall
854077,NS01,Overall
854158,NS01,Overall
854855,NS01,Overall
854872,NS01,Overall
357530,NS01,Overall
357745,NS01,Overall
358482,NS01,Overall
358485,NS01,Overall
358486,NS01,Overall
358631,NS01,Overall
358633,NS01,Overall
358634,NS01,Overall
358635,NS01,Overall
359632,NS01,Overall
359874,NS01,Overall
359875,NS01,Overall
359876,NS01,Overall
359885,NS01,Overall
359941,NS01,Overall
359945,NS01,Overall
359946,NS01,Overall
359983,NS01,Overall
359984,NS01,Overall
359985,NS01,Overall
360220,NS01,Overall
360443,NS01,Overall
360513,NS01,Overall
360517,NS01,Overall
360704,NS01,Overall
361473,NS01,Overall
361515,NS01,Overall
361768,NS01,Overall
361811,NS01,Overall
362165,NS01,Overall
362216,NS01,Overall
362412,NS01,Overall
362829,NS01,Overall
363114,NS01,Overall
363115,NS01,Overall
363116,NS01,Overall
363117,NS01,Overall
363813,NS01,Overall
364345,NS01,Overall
364511,NS01,Overall
364513,NS01,Overall
364514,NS01,Overall
364678,NS01,Overall
364680,NS01,Overall
367348,NS01,Overall
367797,NS01,Overall
368241,NS01,Overall
368244,NS01,Overall
368245,NS01,Overall
368246,NS01,Overall
368247,NS01,Overall
368248,NS01,Overall
368249,NS01,Overall
368468,NS01,Overall
368469,NS01,Overall
368600,NS01,Overall
368601,NS01,Overall
368602,NS01,Overall
368846,NS01,Overall
369279,NS01,Overall
369404,NS01,Overall
369533,NS01,Overall
369685,NS01,Overall
369847,NS01,Overall
370069,NS01,Overall
370345,NS01,Overall
371397,NS01,Overall
371398,NS01,Overall
371399,NS01,Overall
371493,NS01,Overall
371873,NS01,Overall
372096,NS01,Overall
377402,NS01,Overall
378872,NS01,Overall
378873,NS01,Overall
378874,NS01,Overall
378875,NS01,Overall
378877,NS01,Overall
378878,NS01,Overall
378879,NS01,Overall
379869,NS01,Overall
381311,NS01,Overall
381312,NS01,Overall
381314,NS01,Overall
381315,NS01,Overall
381389,NS01,Overall
381390,NS01,Overall
381391,NS01,Overall
381392,NS01,Overall
381393,NS01,Overall
381394,NS01,Overall
381395,NS01,Overall
381396,NS01,Overall
381398,NS01,Overall
381463,NS01,Overall
381464,NS01,Overall
381466,NS01,Overall
381470,NS01,Overall
381495,NS01,Overall
381497,NS01,Overall
381498,NS01,Overall
381499,NS01,Overall
381500,NS01,Overall
382211,NS01,Overall
382212,NS01,Overall
382215,NS01,Overall
382219,NS01,Overall
382221,NS01,Overall
382222,NS01,Overall
382226,NS01,Overall
382412,NS01,Overall
382574,NS01,Overall
382575,NS01,Overall
382576,NS01,Overall
382577,NS01,Overall
382578,NS01,Overall
382579,NS01,Overall
382580,NS01,Overall
382581,NS01,Overall
382582,NS01,Overall
382583,NS01,Overall
382694,NS01,Overall
382695,NS01,Overall
382754,NS01,Overall
384928,NS01,Overall
388338,NS01,Overall
390744,NS01,Overall
391432,NS01,Overall
392008,NS01,Overall
392009,NS01,Overall
392010,NS01,Overall
392344,NS01,Overall
392645,NS01,Overall
392871,NS01,Overall
395038,NS01,Overall
396257,NS01,Overall
398503,NS01,Overall
398941,NS01,Overall
398942,NS01,Overall
398945,NS01,Overall
398946,NS01,Overall
398947,NS01,Overall
398948,NS01,Overall
399392,NS01,Overall
399518,NS01,Overall
399747,NS01,Overall
399748,NS01,Overall
399750,NS01,Overall
399752,NS01,Overall
399826,NS01,Overall
399828,NS01,Overall
399829,NS01,Overall
399830,NS01,Overall
402156,NS01,Overall
402158,NS01,Overall
405698,NS01,Overall
405699,NS01,Overall
405701,NS01,Overall
407563,NS01,Overall
407817,NS01,Overall
409131,NS01,Overall
410851,NS01,Overall
410852,NS01,Overall
410854,NS01,Overall
410855,NS01,Overall
410856,NS01,Overall
410857,NS01,Overall
410858,NS01,Overall
410859,NS01,Overall
410860,NS01,Overall
410861,NS01,Overall
410862,NS01,Overall
410865,NS01,Overall
410866,NS01,Overall
410989,NS01,Overall
411312,NS01,Overall
411314,NS01,Overall
411316,NS01,Overall
411334,NS01,Overall
411336,NS01,Overall
411337,NS01,Overall
411338,NS01,Overall
411339,NS01,Overall
411354,NS01,Overall
411356,NS01,Overall
411456,NS01,Overall
411459,NS01,Overall
411460,NS01,Overall
411662,NS01,Overall
411663,NS01,Overall
411665,NS01,Overall
411679,NS01,Overall
411680,NS01,Overall
411681,NS01,Overall
411682,NS01,Overall
411684,NS01,Overall
411685,NS01,Overall
411687,NS01,Overall
411688,NS01,Overall
411689,NS01,Overall
411690,NS01,Overall
411691,NS01,Overall
411692,NS01,Overall
411693,NS01,Overall
411694,NS01,Overall
411695,NS01,Overall
411697,NS01,Overall
411698,NS01,Overall
411700,NS01,Overall
411794,NS01,Overall
411795,NS01,Overall
411797,NS01,Overall
411798,NS01,Overall
411799,NS01,Overall
411801,NS01,Overall
411814,NS01,Overall
411844,NS01,Overall
414171,NS01,Overall
430292,NS01,Overall
430324,NS01,Overall
430332,NS01,Overall
430333,NS01,Overall
430334,NS01,Overall
430335,NS01,Overall
430336,NS01,Overall
430337,NS01,Overall
430338,NS01,Overall
430339,NS01,Overall
430889,NS01,Overall
431619,NS01,Overall
431620,NS01,Overall
431621,NS01,Overall
431622,NS01,Overall
431623,NS01,Overall
431624,NS01,Overall
431625,NS01,Overall
431626,NS01,Overall
431627,NS01,Overall
431628,NS01,Overall
431629,NS01,Overall
431630,NS01,Overall
431631,NS01,Overall
431632,NS01,Overall
431633,NS01,Overall
431925,NS01,Overall
431926,NS01,Overall
431927,NS01,Overall
431929,NS01,Overall
431930,NS01,Overall
431931,NS01,Overall
431932,NS01,Overall
431933,NS01,Overall
432266,NS01,Overall
432318,NS01,Overall
432319,NS01,Overall
432538,NS01,Overall
432539,NS01,Overall
432540,NS01,Overall
432541,NS01,Overall
432542,NS01,Overall
432543,NS01,Overall
432545,NS01,Overall
433329,NS01,Overall
433330,NS01,Overall
433331,NS01,Overall
433332,NS01,Overall
433333,NS01,Overall
433334,NS01,Overall
433335,NS01,Overall
433336,NS01,Overall
433695,NS01,Overall
433697,NS01,Overall
433698,NS01,Overall
433700,NS01,Overall
434793,NS01,Overall
435039,NS01,Overall
435043,NS01,Overall
435165,NS01,Overall
435166,NS01,Overall
435168,NS01,Overall
435169,NS01,Overall
435170,NS01,Overall
435612,NS01,Overall
435613,NS01,Overall
435614,NS01,Overall
435615,NS01,Overall
435968,NS01,Overall
435969,NS01,Overall
435972,NS01,Overall
435973,NS01,Overall
437231,NS01,Overall
437232,NS01,Overall
437238,NS01,Overall
437240,NS01,Overall
437241,NS01,Overall
437245,NS01,Overall
437246,NS01,Overall
437247,NS01,Overall
437248,NS01,Overall
437249,NS01,Overall
437250,NS01,Overall
437251,NS01,Overall
437252,NS01,Overall
437255,NS01,Overall
437257,NS01,Overall
437767,NS01,Overall
437768,NS01,Overall
437769,NS01,Overall
437909,NS01,Overall
437910,NS01,Overall
437911,NS01,Overall
437912,NS01,Overall
437913,NS01,Overall
438981,NS01,Overall
438982,NS01,Overall
438984,NS01,Overall
438986,NS01,Overall
438988,NS01,Overall
438991,NS01,Overall
438992,NS01,Overall
438995,NS01,Overall
438996,NS01,Overall
438997,NS01,Overall
438998,NS01,Overall
438999,NS01,Overall
439000,NS01,Overall
439001,NS01,Overall
439002,NS01,Overall
439069,NS01,Overall
439174,NS01,Overall
439175,NS01,Overall
439176,NS01,Overall
439177,NS01,Overall
439178,NS01,Overall
439179,NS01,Overall
439180,NS01,Overall
439181,NS01,Overall
439192,NS01,Overall
439193,NS01,Overall
439194,NS01,Overall
439195,NS01,Overall
439196,NS01,Overall
439197,NS01,Overall
439198,NS01,Overall
439199,NS01,Overall
439763,NS01,Overall
439979,NS01,Overall
440048,NS01,Overall
440471,NS01,Overall
440504,NS01,Overall
440505,NS01,Overall
440515,NS01,Overall
440516,NS01,Overall
440539,NS01,Overall
440614,NS01,Overall
441315,NS01,Overall
441904,NS01,Overall
441905,NS01,Overall
441907,NS01,Overall
441910,NS01,Overall
441912,NS01,Overall
441913,NS01,Overall
441914,NS01,Overall
441915,NS01,Overall
441916,NS01,Overall
441917,NS01,Overall
441918,NS01,Overall
441919,NS01,Overall
441943,NS01,Overall
441944,NS01,Overall
441963,NS01,Overall
442246,NS01,Overall
442247,NS01,Overall
442248,NS01,Overall
442249,NS01,Overall
442250,NS01,Overall
442251,NS01,Overall
442252,NS01,Overall
442338,NS01,Overall
442343,NS01,Overall
442832,NS01,Overall
442833,NS01,Overall
442834,NS01,Overall
442835,NS01,Overall
442836,NS01,Overall
442837,NS01,Overall
442838,NS01,Overall
442839,NS01,Overall
443082,NS01,Overall
443346,NS01,Overall
443560,NS01,Overall
443561,NS01,Overall
443562,NS01,Overall
443563,NS01,Overall
443564,NS01,Overall
443565,NS01,Overall
443566,NS01,Overall
443567,NS01,Overall
443595,NS01,Overall
443648,NS01,Overall
443649,NS01,Overall
443650,NS01,Overall
443653,NS01,Overall
443654,NS01,Overall
443655,NS01,Overall
443658,NS01,Overall
443659,NS01,Overall
443660,NS01,Overall
443720,NS01,Overall
443721,NS01,Overall
443722,NS01,Overall
443723,NS01,Overall
443724,NS01,Overall
443725,NS01,Overall
443726,NS01,Overall
443727,NS01,Overall
443728,NS01,Overall
443729,NS01,Overall
443730,NS01,Overall
443731,NS01,Overall
443734,NS01,Overall
443735,NS01,Overall
443737,NS01,Overall
443997,NS01,Overall
443998,NS01,Overall
443999,NS01,Overall
444000,NS01,Overall
444075,NS01,Overall
444078,NS01,Overall
444080,NS01,Overall
444455,NS01,Overall
444456,NS01,Overall
444462,NS01,Overall
444561,NS01,Overall
444669,NS01,Overall
444673,NS01,Overall
444674,NS01,Overall
444675,NS01,Overall
444676,NS01,Overall
